,Unnamed: 0,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,timestamp,latitude,longitude,NDVI_index,crop_disease_status,region_le,croptype_le,cropdisease_le,irrigation_type_le,fertilizer_type_le
249,249,North India,Soybean,26.46,5.88,31.83,254.31,81.41,4.73,Sprinkler,Inorganic,39.71,2024-02-08,2024-06-24,137,5978.14,2024-03-29,21.520866,85.419919,0.61,Mild,2,3,0,3,0
250,250,South USA,Cotton,33.85,6.12,21.46,207.29,42.11,9.62,Drip,Inorganic,26.66,2024-02-07,2024-05-30,113,5550.08,2024-05-27,26.66737,89.465481,0.44,Severe,4,0,3,0,0
251,251,Central USA,Wheat,15.86,6.05,17.39,247.29,40.45,4.25,None,Mixed,31.83,2024-02-25,2024-05-30,95,2994.89,2024-04-28,12.285039,82.372897,0.86,None,0,4,2,2,1
252,252,North India,Maize,32.56,6.9,30.83,81.46,51.63,9.89,Manual,Inorganic,37.99,2024-01-23,2024-05-16,114,3432.67,2024-02-09,16.267406,70.789771,0.72,Moderate,2,1,1,1,0
253,253,East Africa,Cotton,16.64,5.87,21.95,233.1,53.77,8.99,Sprinkler,Organic,28.9,2024-02-10,2024-07-01,142,3053.4,2024-05-13,21.351974,85.518358,0.6,Mild,1,0,0,3,2
254,254,North India,Soybean,39.99,7.05,19.78,230.25,72.91,7.23,None,Organic,28.58,2024-02-25,2024-06-29,125,2616.53,2024-04-01,18.065001,82.818079,0.37,None,2,3,2,2,2
255,255,North India,Rice,16.25,5.56,17.14,97.9,41.59,7.85,None,Mixed,27.05,2024-03-23,2024-07-28,127,3023.75,2024-06-24,15.51807,84.356904,0.31,Mild,2,2,0,2,1
256,256,South USA,Wheat,26.38,6.78,22.22,235.87,84.52,8.93,Drip,Mixed,16.96,2024-01-24,2024-04-27,94,5337.83,2024-02-02,33.615087,89.211735,0.36,Mild,4,4,0,0,1
257,257,East Africa,Cotton,16.63,6.55,19.98,206.33,48.94,8.5,None,Mixed,9.75,2024-03-19,2024-07-09,112,4697.97,2024-06-16,26.631059,87.65648,0.4,Mild,1,0,0,2,1
258,258,East Africa,Cotton,27.66,6.82,25.68,199.98,86.68,9.41,Manual,Inorganic,23.56,2024-03-14,2024-08-03,142,4903.47,2024-05-14,24.078618,74.278563,0.76,Moderate,1,0,1,1,0
259,259,Central USA,Cotton,25.66,6.29,29.53,295.74,69.79,7.11,Manual,Organic,18.52,2024-01-07,2024-05-30,144,3259.62,2024-03-17,32.977802,80.22543,0.64,Mild,0,0,0,1,2
260,260,North India,Wheat,26.11,5.81,20.3,272.41,52.49,5.54,Manual,Organic,30.67,2024-03-07,2024-07-21,136,2308.81,2024-05-29,29.822605,73.45805,0.8,None,2,4,2,1,2
261,261,East Africa,Maize,11.31,7.12,22.63,245.03,86.09,6.01,None,Inorganic,46.86,2024-01-28,2024-06-15,139,2906.87,2024-01-30,25.847178,82.643872,0.33,None,1,1,2,2,0
262,262,Central USA,Soybean,29.77,6.15,28.96,88.3,73.68,9.98,None,Mixed,30.89,2024-01-08,2024-05-04,117,3159.13,2024-02-27,13.70031,76.723364,0.59,None,0,3,2,2,1
263,263,East Africa,Cotton,19.19,6.3,23.69,224.47,78.1,6.89,Sprinkler,Inorganic,22.79,2024-03-07,2024-07-10,125,4463.99,2024-06-09,23.106195,74.846302,0.46,Severe,1,0,3,3,0
264,264,Central USA,Soybean,13.14,6.84,23.47,137.08,56.04,7.56,Drip,Inorganic,12.62,2024-02-20,2024-07-11,142,5960.64,2024-06-12,25.579554,78.809268,0.85,Mild,0,3,0,0,0
265,265,South India,Maize,15.46,6.96,16.72,234.9,52.15,7.73,Sprinkler,Inorganic,5.62,2024-03-26,2024-07-01,97,3220.47,2024-05-25,10.568703,74.180191,0.62,Mild,3,1,0,3,0
266,266,East Africa,Soybean,36.26,6.6,27.46,298.08,74.75,8.01,None,Mixed,45.77,2024-03-02,2024-06-16,106,2681.28,2024-04-07,15.017401,83.930534,0.46,Severe,1,3,3,2,1
267,267,North India,Wheat,23.6,6.04,32.04,215.03,83.21,4.11,None,Organic,49.09,2024-03-23,2024-06-27,96,5615.49,2024-05-24,31.669319,80.631213,0.41,Severe,2,4,3,2,2
268,268,East Africa,Wheat,11.39,7.34,21.1,172.48,77.22,4.11,Manual,Inorganic,33.14,2024-01-17,2024-05-03,107,5247.57,2024-04-06,16.441984,77.743412,0.9,None,1,4,2,1,0
269,269,East Africa,Maize,17.9,6.18,22.86,84.32,76.49,7.12,Sprinkler,Inorganic,15.82,2024-01-14,2024-05-02,109,5638.94,2024-02-25,21.22923,72.635443,0.69,Mild,1,1,0,3,0
270,270,South India,Maize,34.1,7.3,33.19,157.52,85.45,8.62,Sprinkler,Inorganic,8.05,2024-03-24,2024-06-29,97,2736.54,2024-04-11,28.176988,85.3087,0.83,Severe,3,1,3,3,0
271,271,South USA,Maize,25.51,7.37,32.88,283.31,53.69,8.67,Drip,Organic,13.31,2024-03-20,2024-07-05,107,4422.42,2024-06-06,15.772784,74.643651,0.71,Moderate,4,1,1,0,2
272,272,North India,Cotton,14.69,7.19,24.38,212.39,49.2,6.32,None,Organic,12.37,2024-01-02,2024-04-27,116,5058.16,2024-01-03,33.135877,89.003961,0.43,Mild,2,0,0,2,2
273,273,South India,Wheat,16.2,7.41,23.79,204.26,74.39,9.2,Sprinkler,Inorganic,23.22,2024-01-20,2024-06-05,137,5297.31,2024-04-09,19.853768,88.782783,0.64,None,3,4,2,3,0
274,274,East Africa,Wheat,25.81,7.15,15.85,298.96,65.94,6.37,Drip,Mixed,22.43,2024-03-02,2024-06-12,102,3164.72,2024-04-21,32.109939,85.47354,0.47,Mild,1,4,0,0,1
275,275,South USA,Maize,31.46,5.61,25.34,85.56,81.49,6.71,Drip,Organic,40.04,2024-03-18,2024-06-24,98,3572.27,2024-04-28,21.272146,73.577572,0.65,Mild,4,1,0,0,2
276,276,South USA,Wheat,18.75,6.88,33.14,249.12,75.92,4.74,Drip,Mixed,25.22,2024-02-03,2024-06-05,123,4829.12,2024-05-06,29.776665,80.233329,0.87,Severe,4,4,3,0,1
277,277,East Africa,Cotton,11.54,5.84,21.7,267.83,83.13,4.97,Sprinkler,Organic,39.61,2024-01-14,2024-05-02,109,3238.07,2024-04-21,34.024153,75.775611,0.41,Mild,1,0,0,3,2
278,278,South India,Wheat,31.79,6.01,24.17,263.85,67.18,4.03,None,Organic,14.76,2024-03-16,2024-07-13,119,3640.61,2024-03-26,25.030414,70.13146,0.83,Moderate,3,4,1,2,2
279,279,East Africa,Soybean,38.7,5.92,18.7,63.77,57.45,4.87,Drip,Mixed,31.01,2024-03-10,2024-06-29,111,5681.54,2024-03-16,12.722191,89.874704,0.4,Moderate,1,3,1,0,1
280,280,East Africa,Soybean,30.03,6.62,34.33,237.33,58.01,4.22,Manual,Inorganic,21.59,2024-02-27,2024-05-31,94,5033.77,2024-05-07,11.623147,79.416337,0.37,Moderate,1,3,1,1,0
281,281,Central USA,Soybean,24.48,5.92,19.18,64.55,68.57,9.88,Drip,Inorganic,37.58,2024-03-26,2024-08-08,135,3148.75,2024-06-15,16.491501,81.502854,0.67,Mild,0,3,0,0,0
282,282,East Africa,Soybean,27.37,6.96,24.95,252.0,84.18,5.4,Manual,Organic,5.07,2024-01-15,2024-05-24,130,5186.93,2024-03-08,29.989109,89.97974,0.55,Moderate,1,3,1,1,2
283,283,Central USA,Soybean,38.21,5.92,27.81,222.5,52.72,4.41,Manual,Mixed,29.75,2024-01-04,2024-05-16,133,3333.13,2024-04-14,28.109916,82.319867,0.32,Mild,0,3,0,1,1
284,284,South India,Maize,39.18,7.34,24.58,168.63,41.78,4.81,Sprinkler,Mixed,25.73,2024-03-11,2024-07-08,119,5135.96,2024-05-02,33.194749,71.120446,0.61,Moderate,3,1,1,3,1
285,285,East Africa,Soybean,10.66,6.65,21.63,279.05,79.79,4.4,Sprinkler,Inorganic,42.83,2024-02-13,2024-06-22,130,4137.09,2024-03-26,24.274541,77.791325,0.66,Moderate,1,3,1,3,0
286,286,Central USA,Wheat,19.5,5.67,32.54,142.9,81.47,5.82,Manual,Organic,10.05,2024-01-25,2024-05-06,102,5653.42,2024-03-21,22.649867,85.980506,0.84,Mild,0,4,0,1,2
287,287,South India,Maize,42.33,6.96,25.47,243.88,47.16,9.23,Sprinkler,Organic,37.61,2024-02-13,2024-06-27,135,5459.24,2024-03-13,10.102747,88.646747,0.71,None,3,1,2,3,2
288,288,Central USA,Cotton,41.12,5.71,30.32,236.39,41.12,8.55,Sprinkler,Inorganic,14.02,2024-02-09,2024-06-12,124,3276.6,2024-04-05,26.778101,75.453084,0.39,None,0,0,2,3,0
289,289,North India,Soybean,29.59,5.7,25.85,187.34,53.55,9.66,Manual,Mixed,16.02,2024-01-10,2024-05-18,129,5568.97,2024-05-02,11.268155,70.579854,0.84,None,2,3,2,1,1
290,290,North India,Cotton,11.88,6.35,18.58,199.03,69.64,9.02,None,Mixed,21.0,2024-02-27,2024-06-08,102,4851.59,2024-05-22,30.232496,71.570912,0.85,Severe,2,0,3,2,1
291,291,East Africa,Rice,13.25,7.1,28.97,74.32,55.52,7.87,None,Inorganic,15.43,2024-01-05,2024-05-29,145,5582.8,2024-03-11,32.82154,77.841538,0.72,Moderate,1,2,1,2,0
292,292,Central USA,Cotton,27.06,5.63,17.26,169.66,82.29,5.69,Manual,Mixed,30.86,2024-03-04,2024-06-27,115,5270.21,2024-06-13,12.674532,81.122997,0.34,Moderate,0,0,1,1,1
293,293,East Africa,Cotton,24.03,6.33,27.42,186.99,88.69,6.3,Manual,Organic,41.63,2024-03-14,2024-08-01,140,5920.82,2024-06-09,23.613172,74.723086,0.7,None,1,0,2,1,2
294,294,East Africa,Cotton,14.0,6.69,21.51,74.41,62.26,5.85,None,Organic,31.92,2024-03-27,2024-08-02,128,5085.37,2024-07-02,18.185206,82.899782,0.34,Mild,1,0,0,2,2
295,295,South India,Soybean,41.61,6.77,15.0,86.68,47.46,7.19,None,Mixed,31.01,2024-01-07,2024-05-19,133,5509.7,2024-03-23,24.25691,88.264085,0.48,Severe,3,3,3,2,1
296,296,Central USA,Wheat,30.4,6.72,25.21,261.91,82.63,4.37,Drip,Organic,36.65,2024-02-04,2024-06-28,145,3128.84,2024-02-11,15.881029,84.044438,0.54,Moderate,0,4,1,0,2
297,297,South USA,Cotton,23.35,6.59,28.25,168.72,49.41,6.31,Manual,Inorganic,11.94,2024-03-05,2024-06-11,98,2046.41,2024-05-26,10.392695,84.426785,0.59,Severe,4,0,3,1,0
298,298,South India,Wheat,14.8,7.11,32.2,273.4,74.77,9.58,Sprinkler,Inorganic,27.92,2024-03-27,2024-07-23,118,3538.86,2024-04-24,14.644776,82.091465,0.65,Mild,3,4,0,3,0
299,299,East Africa,Maize,24.38,6.59,22.34,294.56,68.41,8.23,Drip,Mixed,26.67,2024-03-03,2024-06-10,99,4920.74,2024-05-09,34.589477,89.673368,0.77,Severe,1,1,3,0,1
300,300,East Africa,Wheat,28.32,6.72,19.9,207.67,73.19,8.01,Manual,Mixed,7.37,2024-02-18,2024-07-06,139,2043.13,2024-06-13,22.816578,79.384648,0.74,Severe,1,4,3,1,1
301,301,Central USA,Maize,20.12,5.57,33.46,237.36,76.35,7.38,Drip,Mixed,26.29,2024-01-19,2024-04-21,93,4625.28,2024-02-25,30.222394,82.48634,0.47,None,0,1,2,0,1
302,302,South India,Soybean,12.69,7.07,20.04,203.95,53.76,5.54,Drip,Mixed,12.86,2024-03-24,2024-07-01,99,4636.62,2024-05-10,30.196017,75.225052,0.72,Severe,3,3,3,0,1
303,303,South India,Soybean,40.17,6.19,16.69,86.27,86.7,4.92,None,Inorganic,39.67,2024-01-22,2024-05-19,118,4904.0,2024-02-12,15.271419,84.687222,0.51,Moderate,3,3,1,2,0
304,304,North India,Wheat,15.87,6.3,21.03,236.54,77.62,7.2,None,Mixed,36.75,2024-02-09,2024-05-18,99,4121.77,2024-04-04,10.296576,88.544451,0.57,Moderate,2,4,1,2,1
305,305,East Africa,Wheat,13.41,6.56,22.08,261.06,70.52,7.91,Manual,Inorganic,17.16,2024-01-09,2024-05-19,131,4336.71,2024-05-06,29.328775,84.981818,0.74,Mild,1,4,0,1,0
306,306,East Africa,Maize,33.72,7.49,21.27,52.64,40.42,4.41,None,Organic,28.64,2024-03-15,2024-07-05,112,2877.67,2024-04-20,16.297403,70.680835,0.67,None,1,1,2,2,2
307,307,East Africa,Rice,43.27,6.78,29.16,79.99,82.82,4.78,Sprinkler,Organic,36.3,2024-02-10,2024-06-08,119,4641.91,2024-02-19,25.969513,88.453908,0.47,Severe,1,2,3,3,2
308,308,Central USA,Maize,15.67,5.65,30.54,145.7,56.63,4.36,Manual,Organic,24.83,2024-02-07,2024-06-15,129,3570.54,2024-06-11,12.710762,80.812643,0.56,None,0,1,2,1,2
309,309,South USA,Maize,13.62,5.65,26.43,112.65,62.29,9.38,Sprinkler,Mixed,33.82,2024-01-22,2024-05-15,114,3065.75,2024-04-20,18.245772,77.826607,0.3,Severe,4,1,3,3,1
310,310,South USA,Cotton,24.14,6.96,31.25,67.52,51.29,6.31,None,Organic,30.53,2024-02-11,2024-06-23,133,3211.31,2024-02-25,25.806813,89.176478,0.35,Moderate,4,0,1,2,2
311,311,North India,Cotton,36.62,6.08,19.06,188.62,88.38,7.96,Manual,Mixed,22.55,2024-01-21,2024-06-03,134,3437.04,2024-02-11,32.130354,78.759675,0.41,None,2,0,2,1,1
312,312,South India,Wheat,35.19,6.69,24.78,65.75,67.03,5.85,None,Organic,6.67,2024-01-11,2024-05-30,140,4884.05,2024-04-23,12.954678,86.142074,0.7,Severe,3,4,3,2,2
313,313,East Africa,Rice,35.94,5.97,16.44,233.86,64.44,4.11,Drip,Organic,36.56,2024-01-01,2024-04-11,101,4530.65,2024-02-09,30.518481,71.945845,0.67,None,1,2,2,0,2
314,314,North India,Wheat,27.4,7.1,19.41,251.11,61.31,8.87,None,Inorganic,10.44,2024-03-19,2024-07-21,124,2549.32,2024-07-04,34.11731,74.264637,0.33,Mild,2,4,0,2,0
315,315,Central USA,Wheat,14.23,5.78,23.3,224.07,67.67,6.63,Drip,Organic,9.5,2024-03-20,2024-07-12,114,5110.65,2024-03-22,31.990674,71.614452,0.3,None,0,4,2,0,2
316,316,East Africa,Maize,24.57,7.11,30.45,223.09,50.31,7.84,None,Inorganic,15.77,2024-01-20,2024-06-02,134,2150.48,2024-03-06,27.929969,82.240996,0.35,Moderate,1,1,1,2,0
317,317,Central USA,Cotton,10.16,5.97,17.35,182.55,44.78,6.17,Sprinkler,Inorganic,39.66,2024-03-07,2024-06-22,107,2212.28,2024-03-21,29.915324,83.704875,0.88,Severe,0,0,3,3,0
318,318,South USA,Rice,15.59,7.35,16.08,141.05,50.48,5.51,None,Organic,9.7,2024-01-18,2024-04-28,101,2632.18,2024-01-21,22.126535,72.321302,0.84,Severe,4,2,3,2,2
319,319,East Africa,Soybean,21.41,5.9,28.54,131.42,78.95,5.96,Drip,Organic,38.2,2024-01-13,2024-06-08,147,2882.65,2024-05-12,24.627306,71.086787,0.56,Mild,1,3,0,0,2
320,320,East Africa,Cotton,16.23,6.25,24.15,98.54,57.93,5.62,Manual,Organic,6.44,2024-03-02,2024-06-17,107,2546.01,2024-04-30,21.464473,73.424026,0.51,Moderate,1,0,1,1,2
321,321,East Africa,Rice,37.63,6.78,27.23,92.48,88.51,9.13,Drip,Inorganic,43.56,2024-02-28,2024-06-10,103,4366.32,2024-04-27,16.979272,84.600355,0.74,Mild,1,2,0,0,0
322,322,South India,Maize,25.2,5.94,33.55,286.56,85.69,9.39,None,Organic,6.8,2024-02-24,2024-07-12,139,4016.87,2024-06-11,23.278043,79.585387,0.78,None,3,1,2,2,2
323,323,South USA,Cotton,18.42,6.62,15.25,232.95,87.5,4.8,Manual,Organic,34.14,2024-01-01,2024-04-30,120,4676.14,2024-01-21,27.582612,87.158442,0.75,None,4,0,2,1,2
324,324,South USA,Cotton,37.01,7.25,23.11,247.46,58.52,6.79,Drip,Mixed,8.18,2024-03-11,2024-07-12,123,2130.86,2024-05-04,28.8222,83.9611,0.67,Mild,4,0,0,0,1
325,325,North India,Soybean,40.83,6.97,16.1,286.33,73.73,9.33,Drip,Inorganic,21.45,2024-03-02,2024-06-23,113,3465.73,2024-05-23,23.969761,71.340118,0.73,Mild,2,3,0,0,0
326,326,South India,Maize,18.35,5.73,24.57,284.79,69.01,9.75,Sprinkler,Mixed,39.24,2024-02-12,2024-07-08,147,3069.43,2024-05-30,16.928633,71.267384,0.51,Severe,3,1,3,3,1
327,327,East Africa,Soybean,39.03,6.44,25.64,256.34,84.97,6.71,Manual,Mixed,47.54,2024-01-07,2024-06-02,147,5535.92,2024-01-29,12.00426,87.958917,0.47,None,1,3,2,1,1
328,328,North India,Rice,19.66,6.89,24.93,268.75,66.03,7.76,Manual,Inorganic,48.63,2024-03-05,2024-07-03,120,3386.8,2024-04-30,28.442731,70.429646,0.41,None,2,2,2,1,0
329,329,South India,Soybean,32.56,6.32,21.86,211.51,56.32,7.56,None,Inorganic,18.68,2024-01-26,2024-05-14,109,2686.95,2024-02-28,15.669548,77.438046,0.47,None,3,3,2,2,0
330,330,South India,Maize,19.95,7.41,27.37,90.2,66.77,5.09,Sprinkler,Mixed,36.18,2024-03-26,2024-07-03,99,2645.02,2024-04-09,11.028786,76.332517,0.38,Moderate,3,1,1,3,1
331,331,Central USA,Rice,17.18,6.91,28.31,294.51,47.4,6.69,Sprinkler,Mixed,18.57,2024-01-13,2024-06-10,149,3997.67,2024-02-19,33.694726,88.556226,0.39,Moderate,0,2,1,3,1
332,332,Central USA,Cotton,41.36,7.44,30.08,298.52,73.34,8.8,None,Inorganic,36.01,2024-03-16,2024-08-10,147,2160.32,2024-08-04,12.921902,70.495912,0.67,Mild,0,0,0,2,0
333,333,South USA,Maize,13.24,5.61,27.83,195.86,51.11,9.61,Manual,Organic,6.01,2024-03-28,2024-07-24,118,4708.25,2024-04-08,34.395988,77.888472,0.59,None,4,1,2,1,2
334,334,Central USA,Cotton,15.18,7.21,22.39,143.21,54.23,6.11,None,Mixed,8.94,2024-03-15,2024-07-30,137,5970.39,2024-07-06,17.21585,86.113456,0.88,Severe,0,0,3,2,1
335,335,South USA,Rice,39.24,6.7,17.87,125.81,89.42,7.15,Manual,Organic,46.99,2024-03-25,2024-07-17,114,2353.79,2024-05-16,25.97015,75.466577,0.4,Severe,4,2,3,1,2
336,336,East Africa,Rice,16.97,7.16,20.79,172.65,81.14,5.81,Manual,Inorganic,30.17,2024-02-08,2024-05-09,91,5164.88,2024-02-27,16.566926,89.120532,0.8,Severe,1,2,3,1,0
337,337,North India,Maize,24.6,6.48,28.76,111.19,45.97,5.66,Drip,Mixed,38.55,2024-03-16,2024-07-20,126,3744.27,2024-04-18,25.699901,79.520814,0.72,None,2,1,2,0,1
338,338,Central USA,Soybean,35.65,5.54,20.19,195.41,47.31,6.77,Sprinkler,Inorganic,12.35,2024-02-12,2024-06-07,116,4544.99,2024-03-28,11.217873,75.833282,0.68,None,0,3,2,3,0
339,339,East Africa,Rice,36.83,5.87,16.89,238.16,67.19,9.23,Manual,Inorganic,35.84,2024-03-12,2024-06-16,96,4137.68,2024-04-26,30.58287,70.257953,0.61,Moderate,1,2,1,1,0
340,340,South USA,Cotton,21.91,7.32,17.05,88.64,51.06,5.13,Drip,Inorganic,25.72,2024-01-04,2024-05-25,142,2524.93,2024-01-08,21.987956,76.231469,0.52,Severe,4,0,3,0,0
341,341,East Africa,Soybean,36.73,6.18,29.2,57.19,80.73,5.33,Sprinkler,Mixed,15.2,2024-01-07,2024-04-14,98,5924.44,2024-03-01,27.270453,85.680594,0.35,Severe,1,3,3,3,1
342,342,South USA,Wheat,16.87,5.57,28.2,198.29,63.45,9.45,Drip,Organic,18.57,2024-01-25,2024-04-30,96,5129.48,2024-04-11,15.13503,88.023497,0.41,Moderate,4,4,1,0,2
343,343,North India,Wheat,15.09,6.99,20.55,194.94,57.61,9.13,Sprinkler,Mixed,30.66,2024-01-27,2024-06-02,127,5052.98,2024-03-22,27.895291,89.285276,0.4,None,2,4,2,3,1
344,344,North India,Rice,42.22,7.2,24.49,224.53,49.26,8.04,Drip,Organic,42.56,2024-02-14,2024-05-27,103,4057.0,2024-04-06,12.821137,89.692255,0.37,None,2,2,2,0,2
345,345,East Africa,Rice,27.35,6.22,20.77,230.53,44.11,6.96,None,Inorganic,25.56,2024-03-10,2024-07-21,133,5904.72,2024-07-01,15.646836,78.145644,0.89,Severe,1,2,3,2,0
346,346,South India,Wheat,41.32,7.1,33.78,141.86,40.64,8.04,Drip,Inorganic,24.71,2024-03-22,2024-06-25,95,2476.87,2024-05-11,20.015607,81.811145,0.36,Mild,3,4,0,0,0
347,347,North India,Maize,44.13,6.18,26.9,297.67,46.14,9.03,None,Inorganic,39.42,2024-03-19,2024-07-04,107,5025.21,2024-06-29,26.095779,78.004711,0.59,Severe,2,1,3,2,0
348,348,South USA,Soybean,19.76,7.04,17.16,112.67,64.86,7.77,Sprinkler,Organic,9.48,2024-01-27,2024-04-30,94,3992.54,2024-01-30,34.301814,77.65266,0.71,Mild,4,3,0,3,2
349,349,Central USA,Soybean,31.81,7.02,28.22,179.99,64.61,6.8,Manual,Mixed,27.41,2024-03-09,2024-07-11,124,3374.46,2024-06-27,23.513225,70.353408,0.76,Severe,0,3,3,1,1
350,350,North India,Cotton,25.75,7.21,23.85,59.0,48.84,7.96,Manual,Mixed,12.39,2024-02-05,2024-05-24,109,4862.89,2024-04-07,29.100278,81.377104,0.59,Severe,2,0,3,1,1
351,351,South USA,Soybean,39.9,6.51,22.83,173.67,88.54,7.7,Manual,Inorganic,19.42,2024-01-19,2024-04-20,92,2512.79,2024-03-05,18.72192,84.841143,0.32,Moderate,4,3,1,1,0
352,352,South USA,Wheat,24.99,7.48,23.24,64.11,52.21,5.41,Manual,Mixed,8.82,2024-03-03,2024-07-26,145,3219.65,2024-05-28,14.244481,80.768336,0.32,Severe,4,4,3,1,1
353,353,East Africa,Soybean,41.55,6.03,28.92,197.0,89.29,6.27,None,Inorganic,30.76,2024-02-04,2024-06-17,134,4700.45,2024-04-30,22.418285,86.229144,0.7,Mild,1,3,0,2,0
354,354,East Africa,Maize,22.72,6.37,24.94,261.83,79.36,9.04,Sprinkler,Inorganic,16.93,2024-02-19,2024-06-13,115,5218.41,2024-05-08,28.572201,71.839157,0.81,None,1,1,2,3,0
355,355,East Africa,Maize,19.57,6.63,25.62,156.78,57.37,4.46,Manual,Mixed,41.19,2024-02-22,2024-06-25,124,3253.41,2024-04-15,20.057524,82.499278,0.57,Mild,1,1,0,1,1
356,356,North India,Soybean,40.19,6.65,19.26,290.53,77.11,6.8,None,Mixed,37.7,2024-01-17,2024-04-28,102,3457.1,2024-02-04,16.009349,84.92867,0.76,Severe,2,3,3,2,1
357,357,South USA,Maize,40.11,7.32,27.68,261.49,53.35,5.72,Sprinkler,Inorganic,35.91,2024-01-13,2024-04-27,105,2454.23,2024-02-06,10.692604,85.940895,0.49,Severe,4,1,3,3,0
358,358,East Africa,Cotton,24.77,7.31,19.04,118.18,41.46,8.74,Manual,Mixed,29.78,2024-03-28,2024-06-28,92,5855.15,2024-05-29,29.555844,71.106545,0.84,Moderate,1,0,1,1,1
359,359,East Africa,Maize,40.35,7.3,23.14,140.86,72.87,4.54,Sprinkler,Organic,10.04,2024-03-17,2024-08-13,149,2482.57,2024-08-12,33.741863,88.631113,0.45,None,1,1,2,3,2
360,360,South India,Soybean,14.28,7.11,21.59,196.08,59.5,8.49,Sprinkler,Inorganic,14.81,2024-01-06,2024-04-18,103,5879.69,2024-03-02,20.209389,87.257999,0.33,Moderate,3,3,1,3,0
361,361,North India,Maize,29.1,6.45,19.93,119.43,79.21,4.87,None,Mixed,21.55,2024-02-01,2024-06-11,131,5867.22,2024-02-09,31.036824,83.244469,0.86,Mild,2,1,0,2,1
362,362,Central USA,Soybean,23.46,6.78,29.01,275.79,74.26,7.21,Sprinkler,Inorganic,22.48,2024-02-09,2024-05-28,109,2361.0,2024-05-24,28.916698,75.948458,0.82,Mild,0,3,0,3,0
363,363,South USA,Maize,40.78,7.03,23.13,58.47,83.32,8.94,None,Inorganic,38.16,2024-02-23,2024-06-19,117,5507.04,2024-06-06,12.509889,73.206867,0.46,None,4,1,2,2,0
364,364,Central USA,Cotton,31.07,7.13,29.76,163.32,41.37,4.31,Sprinkler,Mixed,24.95,2024-03-05,2024-06-03,90,3602.65,2024-05-24,17.638688,81.516187,0.37,Mild,0,0,0,3,1
365,365,East Africa,Rice,39.64,6.87,30.85,129.85,63.92,8.41,Manual,Organic,35.94,2024-02-26,2024-06-13,108,2794.65,2024-04-19,19.189989,77.869884,0.53,Mild,1,2,0,1,2
366,366,North India,Wheat,42.31,6.79,27.53,276.71,88.71,5.19,Sprinkler,Organic,23.05,2024-02-20,2024-06-05,106,2597.0,2024-04-07,14.253072,81.344858,0.31,Severe,2,4,3,3,2
367,367,South USA,Cotton,14.15,6.93,18.81,265.48,79.11,5.73,None,Inorganic,10.86,2024-01-20,2024-05-02,103,5980.83,2024-02-25,28.167702,73.787263,0.41,Mild,4,0,0,2,0
368,368,North India,Maize,44.16,5.97,24.02,112.08,69.15,7.88,Drip,Organic,26.1,2024-02-23,2024-06-17,115,4747.41,2024-05-24,19.587386,78.465819,0.66,None,2,1,2,0,2
369,369,North India,Soybean,12.06,6.17,19.7,277.06,89.84,9.64,Drip,Organic,16.41,2024-03-13,2024-06-30,109,5910.1,2024-06-06,19.27253,89.361156,0.64,Mild,2,3,0,0,2
370,370,Central USA,Rice,27.63,7.36,32.56,82.98,55.87,7.18,Sprinkler,Inorganic,10.26,2024-01-05,2024-05-05,121,5486.72,2024-04-20,17.025016,77.211844,0.56,Moderate,0,2,1,3,0
371,371,East Africa,Maize,28.09,6.37,18.3,234.22,64.56,9.7,None,Organic,13.5,2024-01-08,2024-04-18,101,2143.45,2024-02-10,14.088874,79.342657,0.37,Severe,1,1,3,2,2
372,372,North India,Cotton,22.48,6.92,24.7,173.25,82.29,9.2,Drip,Inorganic,9.21,2024-02-06,2024-06-28,143,2673.18,2024-06-15,30.564294,81.264948,0.7,Mild,2,0,0,0,0
373,373,East Africa,Wheat,28.41,6.64,23.33,69.21,78.41,8.06,Manual,Organic,17.79,2024-03-04,2024-06-27,115,3494.23,2024-03-17,30.92443,73.075509,0.35,Severe,1,4,3,1,2
